species;eu_status;google;scopus;EASIN_Id;Status;TER;FRW;MAR;EST;habitat;worst_100_world_ISSG;worst_100_Europe_DAISIE;mentioned_in_EU_quarantine_species;partly_native
Zinnia elegans;NO;3953;3314;R18683;A;1;0;0;0;Terrestrial;NO;NO;NO;NO
Zizania latifolia;NO;2078;1938;R16316;A;1;1;0;0;Freshwater_Terrestrial;NO;NO;NO;NO
Ziziphus lotus;NO;2253;1037;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Zonotrichia capensis;NO;3546;1254;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;NO
Zygina nivea;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Zyginella pulchra;NO;0;10;NA;NA;1;0;0;0;Terrestrial;NO;NO;NO;YES
Acizzia solanicola;NO;0;54;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Aridelus rufotestaceus;NO;0;12;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Austropsocus viridis;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Blaste lignicola;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Casuarinicola australis;NO;0;7;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Cheiloneurus flaccus;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Clematostigma maculiceps;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Crassula natans;NO;0;21;NA;NA;0;1;0;0;Freshwater;NA;NA;NA;NA
Ctenoplusia limbirena;NO;0;2;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Cyrtaspis scutata;NO;235;3;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Epilobium hirsutum;NO;3933;623;NA;NA;1;1;0;0;Freshwater_Terrestrial;NA;NA;NA;NA
Erysiphe corylacearum;NO;0;27;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Eukoebelea australiensis;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Eupholidoptera schmidti;NO;0;5;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Exomias pellucidus;NO;0;4;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Gryllus bimaculatus;NO;5630;7745;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Henosepilachna vigintioctopunctata;NO;2645;453;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Hylaeus euxanthus;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Lachnus tatakaensis;NO;0;0;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Nephrolepis exaltata;NO;7239;570;R09963;A;1;0;0;0;Terrestrial;NA;NA;NA;NA
Neurogalesus militis;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Paropsisterna beata;NO;0;8;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Phellopsylla formicosa;NO;0;1;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Pieris brassicae;NO;8229;11475;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Rhacocleis annulata;NO;0;22;NA;NA;1;0;0;0;Terrestrial;NA;NA;NA;NA
Rhyzobius lophanthae;NO;0;114;R13023;A;1;0;0;0;Terrestrial;NA;NA;NA;NA
Scutellista caerulea;NO;0;15;R13761;A;1;0;0;0;Terrestrial;NA;NA;NA;NA
Tinocallis ulmiparvifoliae;NO;0;3;R15224;A;1;0;0;0;Terrestrial;NA;NA;NA;NA
