"TaxonName";"scientificName";"Family";"Order";"Class";"Phylum";"Taxonomy";"OrigName";"Region";"Island";"PresentStatus";"FirstRecord";"FirstRecord_orig";"Source"
"Symphoricarpos x chenaultii";"Symphoricarpos � chenaultii";"Caprifoliaceae";"Dipsacales";"Magnoliopsida";"Tracheophyta";"TPL";"Symphoricarpos � chenaultii";"Norway";"";"established";2015;"2015";"Sandvik et al. (2019)"
"Syringa reticulata";"Syringa reticulata";"Oleaceae";"Lamiales";"Magnoliopsida";"Tracheophyta";"TPL";"Syringa reticulata (Blume) H.Hara";"Norway";"";"";2013;"2013";"Sandvik et al. (2020)"
"Taraxacum Ruderalia";"Taraxacum Ruderalia";"Asteraceae";"Boraginales";"Magnoliopsida";"Tracheophyta";"";"Taraxacum Ruderalia Kirschner, H.�llg. & Stepanek";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Tsuga mertensiana";"Tsuga mertensiana";"Pinaceae";"Pinales";"Pinopsida";"Tracheophyta";"TPL";"Tsuga mertensiana (Bong.) Carri�re";"Norway";"";"";2012;"2012";"Sandvik et al. (2020)"
"Wisteria sinensis";"Wisteria sinensis";"Leguminosae";"Fabales";"Magnoliopsida";"Tracheophyta";"TPL";"Wisteria sinensis";"Norway";"";"casual";2010;"2010 - 2010";"GISD"
"Callinectes sapidus";"Callinectes sapidus Rathbun, 1896";"Portunidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Callinectes sapidus";"Poland";"";"";2018;"2018";"AquaNIS (2020)"
"Chelicorophium robustum";"Chelicorophium robustum (G.O.Sars, 1895)";"Corophiidae";"Amphipoda";"Malacostraca";"Arthropoda";"GBIF";"Chelicorophium robustum";"Poland";"";"";2018;"2018";"AquaNIS (2020)"
"Melita nitida";"Melita nitida Smith, 1873";"Melitidae";"Amphipoda";"Malacostraca";"Arthropoda";"GBIF";"Melita nitida";"Poland";"";"";2014;"2014";"AquaNIS (2020)"
"Palaemon longirostris";"Palaemon longirostris H.Milne Edwards, 1837";"Palaemonidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Palaemon longirostris";"Poland";"";"";2018;"2018";"AquaNIS (2020)"
"Palaemon macrodactylus";"Palaemon macrodactylus Rathbun, 1902";"Palaemonidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Palaemon macrodactylus";"Poland";"";"";2014;"2014";"AquaNIS (2020)"
"Sinelobus vanhaareni";"Sinelobus vanhaareni Bamber, 2014";"Tanaididae";"Tanaidacea";"Malacostraca";"Arthropoda";"GBIF";"Sinelobus vanhaareni";"Poland";"";"";2014;"2014";"AquaNIS (2020)"
"Daktulosphaira vitifoliae";"Viteus vitifoliae (Fitch, Viteus vitifoliae 1855)";"Phylloxeridae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Viteus vitifoliae (Fitch, 1855)";"Poland";"";"established";2011;"2011";"DAISIE"
"Luperomorpha xanthodera";"Luperomorpha xanthodera (Fairmaire, 1888)";"Chrysomelidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Luperomorpha xanthodera (Fairmaire, 1888)";"Poland";"";"alien";2012;"2012";"Roques et al. (2010); Roques et al. (2016)"
"Hypania invalida";"Hypania invalida (Grube, 1860)";"Ampharetidae";"Terebellida";"Polychaeta";"Annelida";"GBIF";"Hypania invalida";"Poland";"";"";2010;"2010";"AquaNIS (2020)"
"Limnodrilus cervix";"Limnodrilus cervix Brinkhurst, 1963";"Naididae";"Haplotaxida";"Clitellata";"Annelida";"GBIF";"Limnodrilus cervix";"Poland";"";"";2010;"2010";"AquaNIS (2020)"
"Potamothrix hammoniensis";"Potamothrix hammoniensis (Michaelsen, 1901)";"Naididae";"Haplotaxida";"Clitellata";"Annelida";"GBIF";"Potamothrix hammoniensis";"Poland";"";"";2010;"2010";"AquaNIS (2020)"
"Sus scrofa";"Sus scrofa Linnaeus, 1758";"Suidae";"Artiodactyla";"Mammalia";"Chordata";"GBIF";"Sus scrofa bittatus";"Poland";"";"";2013;"2013";"Wojciech Solarz"
"Dreissena bugensis";"Dreissena bugensis (Andrusov, 1897)";"Dreissenidae";"Myida";"Bivalvia";"Mollusca";"GBIF";"Dreissena bugensis";"Poland";"";"";2011;"2011";"AquaNIS (2020)"
"Mytilopsis leucophaeata";"Mytilopsis leucophaeata (Conrad, 1831)";"Dreissenidae";"Myida";"Bivalvia";"Mollusca";"GBIF";"Mytilopsis leucophaeata";"Poland";"";"";2010;"2010";"AquaNIS (2020)"
"Rangia cuneata";"Rangia cuneata (G.B.Sowerby I, 1832)";"Mactridae";"Venerida";"Bivalvia";"Mollusca";"GBIF";"Rangia cuneata";"Poland";"";"";2011;"2011";"AquaNIS (2020)"
"Callopistromyia annulipes";"";"Ulidiidae";"Diptera";"Insecta";"Arthropoda";"";"";"Poland";"";"";2018;"2018";"(Klasa & Ja?oszy?ski 2018"
"Scytosiphon dotyi";"Scytosiphon dotyi Wynne";"Scytosiphonaceae";"Ectocarpales";"Phaeophyceae";"Ochrophyta";"GBIF";"Scytosiphon dotyi";"Portugal";"";"";2016;"2016";"AquaNIS (2020)"
"Acridotheres ginginianus";"Acridotheres ginginianus (Latham, 1790)";"Sturnidae";"Passeriformes";"Aves";"Chordata";"GBIF";"Acridotheres ginginianus";"Portugal";"";"casual";2010;"2010";"Ascens�o et al. 2021"
"Amazona amazonica";"Amazona amazonica (Linnaeus, 1766)";"Psittacidae";"Psittaciformes";"Aves";"Chordata";"GBIF";"Amazona amazonica";"Portugal";"";"alien";2012;"2012";"Ascens�o et al. 2021"
"Anas flavirostris";"Anas flavirostris Vieillot, 1816";"Anatidae";"Anseriformes";"Aves";"Chordata";"GBIF";"Anas flavirostris";"Portugal";"";"alien";2010;"2010";"Ascens�o et al. 2021"
"Chenonetta jubata";"Chenonetta jubata (Latham, 1802)";"Anatidae";"Anseriformes";"Aves";"Chordata";"GBIF";"Chenonetta jubata";"Portugal";"";"alien";2013;"2013";"Ascens�o et al. 2021"
"Corvus albus";"Corvus albus Statius Muller, 1776";"Corvidae";"Passeriformes";"Aves";"Chordata";"GBIF";"Corvus albus";"Portugal";"";"alien";2015;"2015";"Ascens�o et al. 2021"
"Cygnus melancoryphus";"Cygnus melancoryphus (Molina, 1782)";"Anatidae";"Anseriformes";"Aves";"Chordata";"GBIF";"Cygnus melancoryphus";"Portugal";"";"alien";2014;"2014";"Ascens�o et al. 2021"
"Haliaeetus leucocephalus";"Haliaeetus leucocephalus (Linnaeus, 1766)";"Accipitridae";"Falconiformes";"Aves";"Chordata";"GBIF";"Haliaeetus leucocephalus";"Portugal";"";"casual";2018;"2018";"Ascens�o et al. 2021"
"Lonchura oryzivora";"Lonchura oryzivora (Linnaeus, 1758)";"Estrildidae";"Passeriformes";"Aves";"Chordata";"GBIF";"Lonchura oryzivora";"Portugal";"";"alien";2010;"2010";"Ascens�o et al. 2021"
"Netta peposaca";"Netta peposaca (Vieillot, 1816)";"Anatidae";"Anseriformes";"Aves";"Chordata";"GBIF";"Netta peposaca";"Portugal";"";"casual";2013;"2013";"Ascens�o et al. 2021"
"Psittacus erithacus";"Psittacus erithacus Linnaeus, 1758";"Psittacidae";"Psittaciformes";"Aves";"Chordata";"GBIF";"Psittacus erithacus";"Portugal";"";"casual";2014;"2014";"Ascens�o et al. 2021"
"Bugulina simplex";"Bugulina simplex (Hincks, 1886)";"Bugulidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Bugulina simplex";"Portugal";"";"";2013;"2013";"AquaNIS (2020)"
"Celleporaria brunnea";"Celleporaria brunnea (Hincks, 1884)";"Lepraliellidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Celleporaria brunnea";"Portugal";"";"";2012;"2012";"AquaNIS (2020)"
"Celleporaria inaudita";"Celleporaria inaudita Tilbrook, Hayward & Gordon, 2001";"Lepraliellidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Celleporaria inaudita";"Portugal";"";"";2014;"2014";"AquaNIS (2020)"
"Parasmittina alba";"Parasmittina alba Ramalho, Muricy & Taylor, 2011";"Smittinidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Parasmittina alba";"Portugal";"";"";2014;"2014";"AquaNIS (2020)"
"Parasmittina multiaviculata";"Parasmittina multiaviculata Souto, Ramalhosa & Canning-Clode, 2016";"Smittinidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Parasmittina multiaviculata";"Portugal";"";"";2014;"2014";"AquaNIS (2020)"
"Parasmittina protecta";"Parasmittina protecta (Thornely, 1905)";"Smittinidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Parasmittina protecta";"Portugal";"";"";2010;"2010";"AquaNIS (2020)"
"Reptadeonella violacea";"Reptadeonella violacea (Johnston, 1847)";"Adeonidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Reptadeonella violacea";"Portugal";"";"";2012;"2012";"AquaNIS (2020)"
"Schizoporella errata";"Schizoporella errata (Waters, 1878)";"Schizoporellidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Schizoporella errata";"Portugal";"";"";2013;"2013";"AquaNIS (2020)"
"Schizoporella pungens";"Schizoporella pungens Canu & Bassler, 1928";"Schizoporellidae";"Cheilostomatida";"Gymnolaemata";"Bryozoa";"GBIF";"Schizoporella pungens";"Portugal";"";"";2010;"2010";"AquaNIS (2020)"
"Bosmina coregoni";"Bosmina coregoni Baird, 1857";"Bosminidae";"Diplostraca";"Branchiopoda";"Arthropoda";"GBIF";"Bosmina (Eubosmina) coregoni Baird, 1857";"Portugal";"";"established";2014;"2014";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Caprella scaura";"Caprella scaura Templeton, 1836";"Caprellidae";"Amphipoda";"Malacostraca";"Arthropoda";"GBIF";"Caprella scaura";"Portugal";"";"";2015;"2015";"AquaNIS (2020)"
"Crangonyx pseudogracilis";"Crangonyx pseudogracilis Bousfield, 1958";"Crangonyctidae";"Amphipoda";"Malacostraca";"Arthropoda";"GBIF";"Crangonyx pseudogracilis Bousfield, 1958";"Portugal";"";"established";2011;"2011";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Dyspanopeus sayi";"Dyspanopeus sayi (Smith, 1869)";"Panopeidae";"Decapoda";"Malacostraca";"Arthropoda";"GBIF";"Dyspanopeus sayi";"Portugal";"";"";2018;"2018";"AquaNIS (2020)"
"Hesperibalanus fallax";"Hesperibalanus fallax (Broch, 1927)";"Archaeobalanidae";"Sessilia";"Hexanauplia";"Arthropoda";"GBIF";"Hesperibalanus fallax";"Portugal";"";"";2015;"2015";"AquaNIS (2020)"
"Megabalanus tintinnabulum";"Megabalanus tintinnabulum (Linnaeus, 1758)";"Balanidae";"Sessilia";"Hexanauplia";"Arthropoda";"GBIF";"Megabalanus tintinnabulum";"Portugal";"";"";2016;"2016";"AquaNIS (2020)"
"Paracerceis sculpta";"Paracerceis sculpta (Holmes, 1904)";"Sphaeromatidae";"Isopoda";"Malacostraca";"Arthropoda";"GBIF";"Paracerceis sculpta";"Portugal";"";"";2014;"2014";"AquaNIS (2020)"
"Ictalurus punctatus";"Ictalurus punctatus (Rafinesque, 1818)";"Ictaluridae";"Siluriformes";"Actinopterygii";"Chordata";"GBIF";"Ictalurus punctatus (Rafinesque, 1818)";"Portugal";"";"established";2012;"2012";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Perca fluviatilis";"Perca fluviatilis Linnaeus, 1758";"Percidae";"Perciformes";"Actinopterygii";"Chordata";"GBIF";"Perca fluviatilis Linnaeus, 1758";"Portugal";"";"established";2015;"2015";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Aedes albopictus";"Aedes albopictus Skuse, 1894";"Culicidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Aedes albopictus (Skuse, 1894)";"Portugal";"";"established";2017;"2017";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Blastopsylla occidentalis";"Blastopsylla occidentalis Taylor, 1985";"Aphalaridae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Blastopsylla occidentalis Taylor, 1985";"Portugal";"";"alien";2011;"2011";"Roques et al. (2010); Roques et al. (2016)"
"Drosophila suzukii";"Drosophila suzukii (Matsumura, 1931)";"Drosophilidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Drosophila suzukii";"Portugal";"";"";2012;"2012";"CABI ISC"
"Dryocosmus kuriphilus";"Dryocosmus kuriphilus Yasumatsu, 1951";"Cynipidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Dryocosmus kuriphilus (Yasumatsu 1951)";"Portugal";"";"alien";2014;"2014";"Roques et al. (2010); Roques et al. (2016)"
"Epichrysocharis burwelli";"Epichrysocharis burwelli Schauff, 2000";"Eulophidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Epichrysocharis burwelli Schauff";"Portugal";"";"";2015;"2015";"Roques et al. (2020)"
"Hercinothrips dimidiatus";"Hercinothrips dimidiatus Hood, 1937";"Thripidae";"Thysanoptera";"Insecta";"Arthropoda";"GBIF";"Hercinothrips dimidiatus";"Portugal";"";"";2014;"2014";"Roques et al. (2020)"
"Leptoglossus occidentalis";"Leptoglossus occidentalis Heidemann, 1910";"Coreidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Leptoglossus occidentalis (Heidemann, 1910)";"Portugal";"";"alien";2010;"2010";"Roques et al. (2010); Roques et al. (2016)"
"Neodartus bella";"Neodartus bella";"Cicadellidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Penthimiola bella";"Portugal";"";"";2012;"2012";"Roques et al. (2020)"
"Obolodiplosis robiniae";"Obolodiplosis robiniae (Haldeman, 1847)";"Cecidomyiidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Obolodiplosis robiniae (Haldeman, 1847)";"Portugal";"";"alien";2011;"2011";"Roques et al. (2010); Roques et al. (2016)"
"Phenolia limbata";"Phenolia tibialis (Boheman, Phenolia tibialis 1851)";"Nitidulidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Phenolia tibialis (Boheman, 1851)";"Portugal";"";"";2012;"2012";"Roques et al. (2020)"
"Stenopelmus rufinasus";"Stenopelmus rufinasus Gyllenhal, 1835";"Brachyceridae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Stenopelmus rufinasus Gyllenhal, 1836";"Portugal";"";"established";2011;"2011";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Thaumastocoris peregrinus";"Thaumastocoris peregrinus D.L.Carpintero & Dellap�, 2006";"Thaumastocoridae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Thaumastocoris peregrinus";"Portugal";"";"";2012;"2012";"CABI ISC"
"Vespa velutina";"Vespa velutina Lepeletier, 1836";"Vespidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Vespa velutina nigrithorax du Buysson, 1905";"Portugal";"";"established";2011;"2011";"DAISIE"
"Branchiomma bairdi";"Branchiomma bairdi (McIntosh, 1885)";"Sabellidae";"Sabellida";"Polychaeta";"Annelida";"GBIF";"Branchiomma bairdi";"Portugal";"";"";2013;"2013";"AquaNIS (2020)"
"Dactylogyrus anchoratus";"Dactylogyrus anchoratus (Dujardin, 1845) Wagener, 1857";"Dactylogyridae";"Dactylogyridea";"Monogenea";"Platyhelminthes";"GBIF";"Dactylogyrus anchoratus (Dujardin, 1845)";"Portugal";"";"established";2016;"2016";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Ficopomatus enigmaticus";"Ficopomatus enigmaticus (Fauvel, 1923)";"Serpulidae";"Sabellida";"Polychaeta";"Annelida";"GBIF";"Ficopomatus enigmaticus";"Portugal";"";"";2016;"2016";"AquaNIS (2020)"
"Mycale senegalensis";"Mycale senegalensis L�vi, 1952";"Mycalidae";"Poecilosclerida";"Demospongiae";"Porifera";"GBIF";"Mycale (Carmia) senegalensis";"Portugal";"";"";2010;"2010";"AquaNIS (2020)"
"Styela plicata";"Styela plicata (Lesueur, 1823)";"Styelidae";"Stolidobranchia";"Ascidiacea";"Chordata";"GBIF";"Styela plicata (Lesueur, 1823)";"Portugal";"";"established";2017;"2017";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Mya arenaria";"Mya arenaria Linnaeus, 1758";"Myidae";"Myida";"Bivalvia";"Mollusca";"GBIF";"Mya arenaria (Linnaeus, 1758)";"Portugal";"";"established";2010;"2010";"Mu�oz-Mas & Garc�a-Berthou (2020)"
"Tenellia adspersa";"Tenellia adspersa (Nordmann, 1845)";"Trinchesiidae";"Nudibranchia";"Gastropoda";"Mollusca";"GBIF";"Tenellia adspersa";"Portugal";"";"";2016;"2016";"AquaNIS (2020)"
"Graptemys pseudogeographica";"Graptemys pseudogeographica (Gray, 1831)";"Emydidae";"Testudines";"Reptilia";"Chordata";"GBIF";"Graptemys pseudogeographica";"Portugal";"";"established";2013;"2013";"Ascens�o et al. 2021"
"Pelodiscus sinensis";"Pelodiscus sinensis (Wiegmann, 1835)";"Trionychidae";"Testudines";"Reptilia";"Chordata";"GBIF";"Pelodiscus sinensis";"Portugal";"";"alien";2019;"2019";"Ascens�o et al. 2021"
"Pseudemys concinna";"Pseudemys concinna (Le Conte, 1830)";"Emydidae";"Testudines";"Reptilia";"Chordata";"GBIF";"Pseudemys concinna";"Portugal";"";"established";2013;"2013";"Ascens�o et al. 2021"
"Xylella fastidiosa";"Xylella fastidiosa";"Lysobacteraceae";"Lysobacterales";"Gammaproteobacteria";"Proteobacteria";"";"";"Portugal";"";"";2018;"";"EPPO global database"
"Salpingella decurtata";"Salpingella decurtata J�rgensen, 1924";"Tintinnidae";"Choreotrichida";"Oligotrichea";"Ciliophora";"GBIF";"Salpingella decurtata";"Romania";"";"";2012;"2012";"AquaNIS (2020)"
"Oithona davisae";"Oithona davisae Ferrari F.D. & Orsi, 1984";"Oithonidae";"Cyclopoida";"Hexanauplia";"Arthropoda";"GBIF";"Oithona davisae";"Romania";"";"";2010;"2010";"AquaNIS (2020)"
"Cydalima perspectalis";"Cydalima perspectalis (Walker, 1859)";"Crambidae";"Lepidoptera";"Insecta";"Arthropoda";"GBIF";"Cydalima perspectalis (Walker, 1859)";"Romania";"";"alien";2011;"2011";"Roques et al. (2010); Roques et al. (2016)"
"Streblospio gynobranchiata";"Streblospio gynobranchiata Rice & Levin, 1998";"Spionidae";"Spionida";"Polychaeta";"Annelida";"GBIF";"Streblospio gynobranchiata";"Romania";"";"";2011;"2011";"AquaNIS (2020)"
"Corythucha arcuata";"Corythucha arcuata Say";"Tingidae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Corythucha arcuata";"Romania";"";"";2016;"2016";"Cs�ka et al. 2019"
"Glycaspis brimblecombei";"Glycaspis brimblecombei Moore, 1964";"Aphalaridae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Glycaspis brimblecombei (Moore, 1964)";"Italy";"yes";"established";2010;"2010";"DAISIE"
"Bidens connata";"Bidens connata Muhl. ex Willd., 1803";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Bidens connata";"Serbia";"";"established";2014;"2014";"Bogosavljevi? & Zlatkovi? (2015)"
"Bidens subalternans";"Bidens subalternans DC., 1836";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Bidens subalternans";"Serbia";"";"casual";2014;"2014";"Bogosavljevi? & Zlatkovi? (2015)"
"Datura inoxia";"Datura innoxia Mill. 1768";"Solanaceae";"Solanales";"Magnoliopsida";"tracheophyta";"GBIF";"Datura inoxia";"Serbia";"";"established";2013;"2013-2016";"Laku?i? et al. (2017)"
"Eclipta prostrata";"Eclipta prostrata (L.) L., 1771";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"GBIF";"Eclipta prostrata";"Serbia";"";"established";2016;"2016";"Peri? & Rilak (2017)"
"Heracleum sosnowskyi";"Heracleum sosnowskyi Manden. 1944";"Apiaceae";"Apiales";"Magnoliopsida";"tracheophyta";"GBIF";"Heracleum sosnowskyi";"Serbia";"";"";2016;"2016";"Stojanovi? et al. (2017)"
"Heteranthera zosterifolia";"Heteranthera zosterifolia Mart., 1824";"Pontederiaceae";"Commelinales";"Liliopsida";"Tracheophyta";"GBIF";"Heteranthera zosterifolia";"Serbia";"";"established";2016;"2016";"Zlatkovi? & Bogosavljevi? (2020)"
"Lemna minuta";"Lemna minuta Desv. ex Steud., 1821";"Araceae";"Alismatales";"Liliopsida";"Tracheophyta";"GBIF";"Lemna minuta";"Serbia";"";"invasive";2016;"2016";"Zlatkovi? & Bogosavljevi? (2020)"
"Ludwigia repens";"Ludwigia repens Forst., 1771";"Onagraceae";"Myrtales";"Magnoliopsida";"Tracheophyta";"GBIF";"Ludwigia repens";"Serbia";"";"invasive";2011;"2011";"Zlatkovi? & Bogosavljevi? (2020)"
"Reynoutria sachalinensis";"Reynoutria sachalinensis (F.Schmidt) Nakai, 1922";"Polygonaceae";"Caryolphyllales";"Magnoliopsida";"Tracheophyta";"GBIF";"Reynoutria sachalinensis";"Serbia";"";"";2010;"2010-2012";"?irka et al. (2013)"
"Rotala rotundifolia";"Rotala rotundifolia (Buch.-Ham. ex Roxb.) Koehne 1880";"Lythraceae";"Myrtales";"Magnoliopsida";"tracheophyta";"GBIF";"Rotala rotundifolia";"Serbia";"";"established";2016;"2016";"Zlatkovi? & Bogosavljevi? (2020)"
"Symphyotrichum novae-angliae";"Symphyotrichum novae-angliae (L.) G.L.Nesom, 1995";"Asteraceae";"Asterales";"Magnoliopsida";"tracheophyta";"GBIF";"Symphyotrichum novae-angliae";"Serbia";"";"established";2010;"2010";"Laku?i? & Jovanovi? (2012)"
"Aethina tumida";"Aethina tumida Murray, 1867";"Nitidulidae";"Coleoptera";"Insecta";"Arthropoda";"GBIF";"Aethina tumida Murray";"Italy";"yes";"alien";2014;"2014";"Roques et al. (2010); Roques et al. (2016)"
"Aphis illinoisensis";"Aphis illinoisensis Shimer, 1866";"Aphididae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Aphis Aphis illinoisensis Shimer 1866";"Italy";"yes";"established";2011;"2011";"DAISIE"
"Cydalima perspectalis";"Cydalima perspectalis (Walker, 1859)";"Crambidae";"Lepidoptera";"Insecta";"Arthropoda";"GBIF";"Cydalima perspectalis (Walker, 1859)";"Italy";"yes";"alien";2013;"2013";"Roques et al. (2010); Roques et al. (2016)"
"Drosophila suzukii";"Drosophila suzukii (Matsumura, 1931)";"Drosophilidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Drosophila suzukii (Matsumura, 1931)";"Italy";"yes";"alien";2012;"2012";"Roques et al. (2010); Roques et al. (2016)"
"Dryocosmus kuriphilus";"Dryocosmus kuriphilus Yasumatsu, 1951";"Cynipidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Dryocosmus kuriphilus (Yasumatsu 1951)";"Italy";"yes";"established";2010;"2010";"DAISIE"
"Eurytoma plotnikovi";"Eurytoma plotnikovi Nikol'skaya, 1934";"Eurytomidae";"Hymenoptera";"Insecta";"Arthropoda";"GBIF";"Eurytoma plotnikovi";"Italy";"yes";"established";2011;"2011";"DAISIE"
"Glycaspis brimblecombei";"Glycaspis brimblecombei Moore, 1964";"Aphalaridae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Glycaspis brimblecombei (Moore, 1964)";"Italy";"yes";"established";2011;"2011";"DAISIE"
"Thaumastocoris peregrinus";"Thaumastocoris peregrinus D.L.Carpintero & Dellap�, 2006";"Thaumastocoridae";"Hemiptera";"Insecta";"Arthropoda";"GBIF";"Thaumastocoris peregrinus Carpintero & Dellape, 2006";"Italy";"yes";"alien";2014;"2014";"Roques et al. (2010); Roques et al. (2016)"
"Cydalima perspectalis";"Cydalima perspectalis (Walker, 1859)";"Crambidae";"Lepidoptera";"Insecta";"Arthropoda";"GBIF";"Cydalima perspectalis (Walker, 1859)";"Slovakia";"";"alien";2011;"2011";"Roques et al. (2010); Roques et al. (2016)"
"Drosophila suzukii";"Drosophila suzukii (Matsumura, 1931)";"Drosophilidae";"Diptera";"Insecta";"Arthropoda";"GBIF";"Drosophila suzukii (Matsumura, 1931)";"Slovakia";"";"alien";2014;"2014";"Roques et al. (2010); Roques et al. (2016)"
"Alisma subcordatum";"Alisma subcordatum";"Alismataceae";"Alismatales";"Liliopsida";"Tracheophyta";"TPL";"Alisma subcordatum";"Slovakia";"";"";2017;"2017";"Hrivn�k et al. (2019)"
"Allium stipitatum";"Allium stipitatum Regel";"Amaryllidaceae";"Asparagales";"Liliopsida";"Tracheophyta";"TPL";"Allium stipitatum Regel";"Slovakia";"";"casual";2011;"2011";"Medveck�, J. et al. (2012)"
