"TaxonName";"scientificName";"Family";"Order";"Class";"Phylum";"Taxonomy";"OrigName";"Region";"Island";"PresentStatus";"FirstRecord";"FirstRecord_orig";"Source"
"Anas erythrorhyncha";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Anas gibberifrons";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Anas laysanensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Anas luzonica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Anas puna";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Anas superciliosa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Andryala integrifolia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Anisocampium niponicum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Anolis sagrei";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Anopheles pharoensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Antaresia childreni";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Anthropoides paradiseus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Apalone ferox";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Aphanomyces astaci";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Aproceros leucopoda";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Arabis procurrens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Argyranthemum frutescens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Artemisia princeps";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Artemisia sieversiana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Arundo donax";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Aster ageratoides";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Aurantothrips orchidaceus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Badonnelia titei";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Balanus glandula";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Ballerus ballerus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Basiliscus plumifrons";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Batrachochytrium dendrobatidis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Batrachochytrium salamandrivorans";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Berberis hybridogagnepainii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Berberis interposita";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Berberis wilsoniae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Bergenia crassifolia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Bistorta affinis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Boccardia proboscidea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Boccardiella hamata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Bolboschoenus glaucus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Bolboschoenus yagara";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Branchiodrilus hortensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Brassica barrelieri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Brassica carinata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Broussonetia papyrifera";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Bucorvus leadbeateri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Bufotes viridis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Caenoplana bicolor";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Caenoplana coerulea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Caiman crocodilus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Callicarpa bodinieri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Callobius nomeus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Callopistria floridensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Callosciurus prevostii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cameraria gaultheriella";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Cardamine graeca";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Carex agastachys";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Carex grayi";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Carex loliacea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Carex melanostachya";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Carex muskingumensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Carex scoparia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Carpophilus obsoletus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Caryopteris incana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Castor canadensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Celosia cristata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Cenchrus alopecuroides";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Centaurea calocephala";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Centrochelys sulcata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Cerastium arvense subsp. arvense x tomentosum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Cercidiphyllum japonicum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Cerobasis annulata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Cervus nippon";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Chaerophyllum aureum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Chaetanaphothrips orchidii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Chaetopelma olivaceum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Chalcides ocellatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Chamaeleo calyptratus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Cheiracanthium furculatum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Chelone obliqua";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Chenopodium reynieri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Chlorophytum comosum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Chrysolina americana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Chrysopelea ornata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Cichorium calvum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Cipangopaludina chinensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Clarkia amoena";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Clematis montana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Clerodendrum bungei";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Coccinella miranda";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Colchicum byzantinum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Coleosoma floridanum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Colinus virginianus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Conringia planisiliqua";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Corydalis linstowiana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Corylus colurna";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Corylus maxima";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Cosmos sulphureus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Cotoneaster ambiguus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Cotoneaster ascendens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Cotoneaster boisianus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cotoneaster conspicuus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Cotoneaster ganghobaensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cotoneaster hylmoei";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cotoneaster laetevirens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Cotoneaster lucidus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cotoneaster mairei";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Cotoneaster moupinensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Cotoneaster nanshan";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Cotoneaster qungbixiensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cotoneaster zabelii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Crataegus pedicellata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Crepis bursifolia";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Crinifer zonurus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Crocus chrysanthus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Crocus luteus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Crocus tommasinianus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Crotalus atrox";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Cryptolaemus montrouzieri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Ctenolepisma lineata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Ctenolepisma longicaudata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Cucumis dipsaceus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Cucurbita maxima";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Cucurbita moschata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Cuscuta epilinum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cuscuta lupuliformis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Cyanopica cooki";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Cyanoramphus novaezelandiae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Cyclamen coum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cydalima perspectalis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Cylindroiulus britannicus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Cynara cardunculus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Cynara scolymus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Cynoglossum amabile";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Cynomys ludovicianus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Daboecia cantabrica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Dahlia coccinea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Dama dama";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Danae racemosa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Darmera peltata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Decaisnea insignis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Dichondra argentea";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Dichondra micrantha";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Digitaria abyssinica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Dipsacus strigosus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Dolichoplana striata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Dolichotis patagonum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Dorypteryx domestica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Dorypteryx longipennis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Dorypteryx pallida";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Dromaius novaehollandiae";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Drosanthemum floribundum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Drosophila suzukii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Dryopteris erythrosora";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Dysphania anthelmintica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Echinopsis silvestrii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Echinothrips americanus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Echis carinatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Eclectus roratus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Ectopsocus briggsi";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Ectopsocus petersi";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Elaeagnus macrophylla";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Elaeagnus pungens";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Elaphe quatuorlineata";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Elaphe sauromates";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Elaphe schrenckii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Eleocharis engelmannii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2014;NA;"GRIIS"
"Ellisiophyllum pinnatum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Emys orbicularis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Epilobium brachycarpum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Epimedium pinnatum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Epuraea imperialis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Erica darleyensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Erigone dentosa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Eriochloa villosa";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Erodium trifolium";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Eryngium bourgatii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Eublepharis macularius";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Euborellia annulipes";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Eudocimus ruber";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Eumodicogryllus bordigalensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Euodice malabarica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Euonymus alatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Euonymus japonicus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Eupholidoptera chabrieri";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Euplectes macroura";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Favolaschia calocera";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Felis catus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Filago congesta";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Frankliniella occidentalis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Fritillaria imperialis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Fumaria bastardii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Furcifer pardalis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Galanthus plicatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Galanthus woronowii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Gekko gecko";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Geranium psilostemon";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Geranium wallichianum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Ginkgo biloba";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Gladiolus italicus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2012;NA;"GRIIS"
"Glaucium grandiflorum";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2016;NA;"GRIIS"
"Gobiosoma bosc";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Gomphocarpus fruticosus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Grandidierella japonica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Graphocephala fennahi";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Graptemys geographica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Graptemys ouachitensis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Graptemys pseudogeographica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Grus vipio";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Gryllodes sigillatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Gryllomorpha dalmatina";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Gryllus bimaculatus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Guizotia schimperi";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2015;NA;"GRIIS"
"Gutenbergia rueppellii";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Gyrodactylus proterorhini";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Haliaeetus leucocephalus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2013;NA;"GRIIS"
"Halyomorpha halys";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2017;NA;"GRIIS"
"Hanseniella caldaria";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Hedera hibernica";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2020;NA;"GRIIS"
"Hedera maroccana";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2010;NA;"GRIIS"
"Helianthus decapetalus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Helianthus maximiliani";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2019;NA;"GRIIS"
"Heliothrips haemorrhoidalis";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
"Helleborus lividus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2011;NA;"GRIIS"
"Hemerocallis lilioasphodelus";NA;NA;NA;NA;NA;"GRIIS";NA;"Belgium";NA;NA;2018;NA;"GRIIS"
